Unique,AgeEntry,PolicyTerm,SumAssured
A008719,32,5,6631346
A008720,25,10,3475841
A008721,45,20,4482808
A008722,20,5,8218872
A008723,42,30,9290961
A008724,36,10,4992584
A008725,40,30,5362322
A008726,68,10,9586853
A008727,56,20,7401646
A008728,52,5,325152
A008729,63,1,5560788
A008730,22,20,5460554
A008731,48,10,4849637
A008732,67,30,3627341
A008733,26,30,1628217
A008734,33,10,6453521
A008735,23,30,3585388
A008736,51,20,1570498
A008737,23,20,5658588
A008738,21,5,1411651
A008739,22,5,8286508
A008740,35,5,2270231
A008741,21,5,3629120
A008742,60,10,3247222
A008743,63,30,8393970
A008744,21,5,6765923
A008745,50,5,4161596
A008746,60,10,7140994
A008747,54,1,8898460
A008748,20,1,1940459
A008749,34,5,3327095
A008750,42,10,8266390
A008751,24,1,6785681
A008752,46,1,345985
A008753,59,10,3793504
A008754,19,20,2690799
A008755,50,10,6734280
A008756,43,30,3653602
A008757,26,1,7507593
A008758,40,10,1155829
A008759,62,20,2714118
A008760,50,30,6867755
A008761,46,20,6007758
A008762,40,10,7720135
A008763,47,1,8530825
A008764,39,10,5775941
A008765,33,30,9269847
A008766,49,30,3254210
A008767,21,1,8741679
A008768,57,30,1582404
A008769,46,5,9497583
A008770,60,20,1260130
A008771,51,30,8056015
A008772,61,30,8180697
A008773,53,30,9102982
A008774,68,30,6478695
A008775,63,20,9902873
A008776,59,10,9416637
A008777,19,1,5498695
A008778,40,10,5240863
A008779,26,30,6944296
A008780,57,10,1021357
A008781,27,5,1874175
A008782,66,20,7921027
A008783,25,1,9916856
A008784,37,10,4134220
A008785,33,1,988597
A008786,59,10,980302
A008787,66,20,3889174
A008788,22,1,7835900
A008789,23,10,6709454
A008790,55,10,3652763
A008791,49,20,1816718
A008792,22,10,6850053
A008793,24,10,9374365
A008794,56,30,5093254
A008795,31,5,7655172
A008796,22,1,5415695
A008797,34,1,8437815
A008798,20,30,6320745
A008799,47,30,422046
A008800,33,20,5949990
A008801,61,30,7339730
A008802,42,20,8833091
A008803,21,20,1145865
A008804,56,30,5738219
A008805,51,5,5614642
A008806,45,10,8213371
A008807,63,10,7942290
A008808,54,1,6622289
A008809,46,5,9753769
A008810,43,10,8499081
A008811,27,30,8623225
A008812,43,1,7121516
A008813,21,10,9296539
A008814,58,30,2784408
A008815,68,30,8595139
A008816,57,10,8821908
A008817,25,30,2863141
A008818,40,30,3997608
A008819,23,10,4024171
A008820,46,20,5906795
A008821,59,5,828155
A008822,48,20,3585165
A008823,31,20,804048
A008824,19,1,5872632
A008825,66,20,6109621
A008826,32,5,4551812
A008827,33,5,5280300
A008828,52,5,7681320
A008829,22,1,9720015
A008830,29,1,9664988
A008831,57,5,2828001
A008832,30,5,1075320
A008833,50,20,4196692
A008834,66,20,2290330
A008835,59,5,7495375
A008836,56,30,9485639
A008837,26,10,2951976
A008838,43,10,914142
A008839,52,5,5579183
A008840,45,20,134781
A008841,47,10,5487088
A008842,54,1,7220247
A008843,58,1,1461799
A008844,29,10,3069612
A008845,35,30,1060377
A008846,49,30,465813
A008847,48,1,9315582
A008848,56,1,9586229
A008849,39,5,6609182
A008850,54,5,5173170
A008851,37,10,7349996
A008852,67,30,4367950
A008853,52,30,6320026
A008854,21,10,9325032
A008855,32,30,4928535
A008856,39,5,6891257
A008857,29,20,4037930
A008858,30,5,9203800
A008859,45,30,2634380
A008860,58,20,670782
A008861,41,30,3699331
A008862,69,20,9996312
A008863,41,20,6699242
A008864,68,5,8121221
A008865,52,5,8244380
A008866,21,30,2041695
A008867,63,1,5585166
A008868,35,5,7937313
A008869,33,20,3525678
A008870,20,10,9623116
A008871,43,1,9682923
A008872,38,30,2026527
A008873,69,5,7247687
A008874,54,30,6107895
A008875,58,1,5576115
A008876,31,5,4269746
A008877,52,20,8939013
A008878,35,5,3124605
A008879,22,1,4276920
A008880,55,1,1550203
A008881,47,1,9278829
A008882,29,5,3205590
A008883,28,10,8109465
A008884,50,5,5939245
A008885,59,1,3810998
A008886,38,1,8335591
A008887,46,5,1506271
A008888,24,10,2626131
A008889,65,5,1158716
A008890,33,10,780290
A008891,41,1,4506061
A008892,27,1,4614936
A008893,22,20,937450
A008894,19,30,8526445
A008895,40,1,7901247
A008896,63,5,5697361
A008897,34,1,4545229
A008898,42,1,7680924
A008899,36,5,4142373
A008900,50,1,669550
A008901,22,20,7516574
A008902,42,30,3848905
A008903,52,1,4542457
A008904,39,1,8601472
A008905,23,10,9895180
A008906,24,10,5798625
A008907,52,5,8714756
A008908,67,10,2224990
A008909,22,5,2650777
A008910,57,1,9685318
A008911,67,30,7738127
A008912,39,1,5144934
A008913,41,30,4018838
A008914,68,5,7405564
A008915,42,1,323160
A008916,19,20,1690963
A008917,63,10,9281943
A008918,38,20,4042411
A008919,57,30,3366007
A008920,41,20,6883321
A008921,31,20,7546959
A008922,54,5,1259998
A008923,20,1,9482939
A008924,38,5,6072354
A008925,26,10,6924470
A008926,24,30,1473775
A008927,31,5,4137940
A008928,42,10,2689654
A008929,37,1,5332309
A008930,38,5,6111038
A008931,52,10,251688
A008932,35,30,5989720
A008933,24,30,413404
A008934,41,1,2755434
A008935,34,1,6793967
A008936,48,5,9111601
A008937,28,1,9372929
A008938,37,20,4232539
A008939,67,20,1464674
A008940,41,5,1037294
A008941,23,10,8084134
A008942,25,1,1646433
A008943,24,20,4533128
A008944,33,30,7038767
A008945,42,1,5901332
A008946,38,5,2378170
A008947,33,10,9390308
A008948,41,10,3196315
A008949,45,1,3765873
A008950,56,1,5804478
A008951,62,30,9581893
A008952,55,1,9332994
A008953,65,1,5362814
A008954,69,1,5614063
A008955,57,10,621391
A008956,51,10,1009413
A008957,52,10,1002413
A008958,67,10,4213368
A008959,54,30,8709744
A008960,43,5,8371581
A008961,53,20,2545715
A008962,64,10,175832
A008963,20,10,5432904
A008964,48,10,1299044
A008965,51,10,3114068
A008966,28,5,8056518
A008967,60,10,7872264
A008968,30,5,6115328
A008969,31,5,579996
A008970,55,30,7047705
A008971,46,1,6077255
A008972,23,10,8254817
A008973,23,10,860178
A008974,24,20,2704801
A008975,60,20,8679915
A008976,42,10,1573802
A008977,24,1,6862886
A008978,32,1,1923365
A008979,62,20,5045154
A008980,43,20,9316079
A008981,20,5,5657290
A008982,46,1,4751143
A008983,32,5,6742865
A008984,42,5,6907368
A008985,39,20,4548271
A008986,54,30,8290639
A008987,57,5,6411812
A008988,23,30,3539368
A008989,42,1,9699171
A008990,63,20,4145735
A008991,39,30,3843340
A008992,53,10,4783688
A008993,41,5,8490922
A008994,44,5,114116
A008995,36,5,220089
A008996,30,20,2609828
A008997,66,10,1875828
A008998,27,30,8262655
A008999,60,10,6638127
A009000,24,20,1939428
A009001,53,20,9379899
A009002,65,1,1653578
A009003,67,20,6407009
A009004,26,5,6949004
A009005,49,5,8553148
A009006,54,20,7441339
A009007,46,20,6626922
A009008,66,5,5752812
A009009,66,10,1509344
A009010,23,5,5282417
A009011,67,30,1566029
A009012,41,5,2020421
A009013,47,10,9594534
A009014,41,20,238534
A009015,41,20,335746
A009016,30,1,8594862
A009017,59,30,5944021
A009018,36,10,4113534
A009019,46,30,5950796
A009020,50,20,5897770
A009021,56,20,8841477
A009022,26,30,1750990
A009023,62,30,1787386
A009024,55,20,4316776
A009025,25,1,3173435
A009026,60,10,8743975
A009027,55,20,7023481
A009028,29,30,3039682
A009029,67,30,3740740
A009030,45,30,3629210
A009031,45,5,8759769
A009032,19,5,7061096
A009033,37,30,5651415
A009034,51,5,6682813
A009035,38,1,8866009
A009036,26,20,9543120
A009037,40,30,2294889
A009038,69,10,8514133
A009039,19,1,6251308
A009040,25,30,3358148
A009041,61,30,126757
A009042,47,30,5622333
A009043,61,20,3093128
A009044,61,30,1205420
A009045,59,20,1339513
A009046,28,5,3979627
A009047,62,30,7600020
A009048,39,1,1545541
A009049,24,10,4203278
A009050,33,20,1135632
A009051,69,5,1405928
A009052,26,1,8556899
A009053,46,1,8410684
A009054,24,20,7765233
A009055,24,20,4529723
A009056,27,1,7127594
A009057,57,10,8813185
A009058,58,1,1864851
A009059,56,20,8513697
A009060,51,5,8614466
A009061,58,10,3534819
A009062,34,20,8905137
A009063,31,20,8547593
A009064,40,20,6209193
A009065,34,20,1612972
A009066,48,5,2837076
A009067,48,10,4264264
A009068,30,10,2268539
A009069,47,30,5431291
A009070,23,1,5845356
A009071,45,10,3513087
A009072,30,1,5608410
A009073,47,20,2166120
A009074,29,1,1711540
A009075,57,5,5242638
A009076,24,10,5991129
A009077,61,5,7443424
A009078,41,20,8414975
A009079,56,30,9006525
A009080,48,20,3514234
A009081,56,30,6501072
A009082,38,1,1977540
A009083,22,1,3047708
A009084,28,20,8527180
A009085,44,30,3661229
A009086,26,5,2888311
A009087,40,5,1159031
A009088,28,20,7105683
A009089,61,10,4669051
A009090,52,20,3064296
A009091,45,5,7217505
A009092,21,10,699168
A009093,40,20,7362138
A009094,43,5,3983662
A009095,34,10,6673850
A009096,66,30,9683325
A009097,23,5,3304133
A009098,38,30,2064444
A009099,24,1,2594639
A009100,59,20,309843
A009101,57,10,8670356
A009102,41,1,1043180
A009103,21,30,5114737
A009104,52,30,147230
A009105,20,1,3521432
A009106,25,1,9983928
A009107,23,30,8221843
A009108,67,1,5005256
A009109,64,30,2092059
A009110,40,20,1317069
A009111,44,5,6826558
A009112,21,30,1748153
A009113,44,1,2024428
A009114,57,10,9214222
A009115,57,10,8834566
A009116,62,20,1148786
A009117,25,1,7676254
A009118,54,20,1302094
A009119,35,20,296010
A009120,26,5,5877395
A009121,30,20,5734693
A009122,68,30,4767818
A009123,25,10,9601952
A009124,48,5,7576138
A009125,37,5,424424
A009126,32,30,2542192
A009127,47,10,2546477
A009128,62,30,2385984
A009129,63,20,4184835
A009130,56,10,8288999
A009131,24,20,2361874
A009132,35,1,1188452
A009133,42,1,7207205
A009134,19,5,7387348
A009135,67,30,2551286
A009136,39,1,9957162
A009137,56,10,124510
A009138,40,10,3029744
A009139,22,5,5421982
A009140,53,30,651650
A009141,62,30,759775
A009142,34,30,7492580
A009143,54,20,6101460
A009144,53,30,535957
A009145,61,1,1096861
A009146,21,5,4458537
A009147,28,30,4486903
A009148,38,5,3457409
A009149,29,1,7512274
A009150,60,10,4906776
A009151,49,1,1279152
A009152,44,20,1582971
A009153,49,1,3972657
A009154,55,5,3370060
A009155,27,10,6687126
A009156,29,30,1447916
A009157,49,20,6190390
A009158,35,1,8275093
A009159,33,5,2738107
A009160,23,1,2783229
A009161,37,10,8692936
A009162,56,30,4537809
A009163,68,5,2962146
A009164,35,20,1413644
A009165,49,1,2663437
A009166,32,5,9504337
A009167,66,10,4974373
A009168,34,30,7467351
A009169,35,20,9043108
A009170,66,1,8526494
A009171,52,20,9468482
A009172,42,30,8676042
A009173,23,1,1763167
A009174,56,20,5520626
A009175,25,30,218476
A009176,67,5,7348680
A009177,49,5,7080302
A009178,45,5,3393266
A009179,36,30,1424315
A009180,58,1,3381148
A009181,29,5,769421
A009182,19,1,7565891
A009183,31,10,7010027
A009184,52,20,1339087
A009185,38,1,5878197
A009186,21,10,7438626
A009187,42,30,7319091
A009188,59,5,3915378
A009189,40,5,3362400
A009190,43,30,6926989
A009191,36,20,5162321
A009192,56,1,4574996
A009193,58,10,6996283
A009194,55,30,3522717
A009195,23,5,1248826
A009196,54,30,1215109
A009197,35,1,226770
A009198,32,5,2834631
A009199,46,10,4947265
A009200,44,5,8954992
A009201,49,20,3485577
A009202,65,10,4299860
A009203,67,20,2775663
A009204,49,10,8023193
A009205,41,10,8899178
A009206,47,20,8485207
A009207,52,30,4256492
A009208,51,20,5667865
A009209,69,10,9442588
A009210,59,30,2523614
A009211,49,20,9977630
A009212,19,20,3140824
A009213,38,10,7750922
A009214,42,20,2228002
A009215,21,10,8763030
A009216,64,10,5090692
A009217,51,30,3041418
A009218,41,1,2214728
A009219,60,10,2831250
A009220,57,5,4214125
A009221,48,1,7620388
A009222,66,5,5729702
A009223,52,30,1093093
A009224,37,30,2006120
A009225,21,20,4833550
A009226,51,20,9157173
A009227,22,20,3700305
A009228,53,5,6744654
A009229,56,5,8939966
A009230,64,5,3459891
A009231,42,10,257217
A009232,40,5,5858073
A009233,19,5,6998602
A009234,42,1,2467210
A009235,41,10,8521727
A009236,19,20,2384957
A009237,21,30,1605508
A009238,34,30,6397968
A009239,48,5,7515199
A009240,35,20,9822511
A009241,59,10,9215482
A009242,28,10,7709155
A009243,19,10,7427650
A009244,27,10,655567
A009245,58,10,4652970
A009246,44,30,1307841
A009247,57,10,8637795
A009248,61,10,4778918
A009249,62,10,390759
A009250,56,10,4749019
A009251,27,30,1783794
A009252,65,30,5452906
A009253,44,10,7569368
A009254,58,10,2394891
A009255,21,20,9543391
A009256,40,1,596169
A009257,39,10,8850680
A009258,46,1,1801797
A009259,58,20,8571546
A009260,54,5,2878665
A009261,23,5,5655869
A009262,24,5,965026
A009263,19,5,3313007
A009264,21,30,1585541
A009265,69,1,3274994
A009266,48,1,865768
A009267,37,1,1465220
A009268,61,20,3956523
A009269,26,10,1338892
A009270,50,30,450696
A009271,60,10,3950728
A009272,51,1,9103171
A009273,36,10,5030315
A009274,19,20,2469492
A009275,42,20,5360001
A009276,29,1,4925148
A009277,61,20,1446773
A009278,62,5,246980
A009279,31,20,6200238
A009280,56,30,6188479
A009281,59,20,7489350
A009282,30,20,9252738
A009283,41,20,3174097
A009284,61,1,7700759
A009285,46,20,8421214
A009286,53,1,9486844
A009287,23,5,7904053
A009288,34,5,1335546
A009289,41,10,8476955
A009290,67,10,7975066
A009291,31,10,8042302
A009292,60,10,7931494
A009293,62,10,3906948
A009294,64,10,7575393
A009295,50,20,1542081
A009296,27,20,235820
A009297,52,30,3172918
A009298,32,30,1616534
A009299,33,5,9070755
A009300,56,1,6507858
A009301,19,1,9133641
A009302,23,5,120516
A009303,58,20,3726860
A009304,36,30,9372793
A009305,54,10,9045149
A009306,58,30,2280724
A009307,19,10,8756397
A009308,39,5,8879348
A009309,65,30,9618140
A009310,49,10,2386406
A009311,36,20,8655312
A009312,20,5,5476744
A009313,45,5,5916883
A009314,32,30,1134784
A009315,64,1,5130553
A009316,42,30,8265641
A009317,25,10,7668432
A009318,44,10,2377504
A009319,30,20,1353155
A009320,57,30,8295398
A009321,38,5,9063062
A009322,52,1,1492404
A009323,36,5,291738
A009324,44,1,5249792
A009325,39,30,6438184
A009326,54,30,4937586
A009327,44,5,3820431
A009328,59,5,7956106
A009329,27,1,9176215
A009330,34,5,8748764
A009331,62,1,774690
A009332,56,10,8709353
A009333,62,5,9316944
A009334,45,10,6798442
A009335,25,5,7166765
A009336,36,30,1639910
A009337,66,20,4233671
A009338,49,5,6410731
A009339,54,10,5182874
A009340,68,20,5181343
A009341,31,5,5529089
A009342,63,30,1206953
A009343,69,10,5703266
A009344,31,30,4631431
A009345,23,5,2761990
A009346,26,5,9973420
A009347,25,1,1094035
A009348,27,5,5287208
A009349,56,10,1881299
A009350,23,10,4400119
A009351,55,20,906376
A009352,38,10,3598024
A009353,33,1,9892656
A009354,28,5,2552368
A009355,29,5,1258535
A009356,24,30,5408394
A009357,35,1,2614230
A009358,20,5,1075401
A009359,21,20,6627408
A009360,55,30,8368869
A009361,48,20,8657337
A009362,37,20,6812035
A009363,27,10,7372410
A009364,26,10,464832
A009365,36,20,3215334
A009366,43,5,6170405
A009367,48,5,5506182
A009368,19,5,7072309
A009369,60,1,7518322
A009370,30,5,438080
A009371,60,20,2948807
A009372,57,10,454898
A009373,32,5,8117978
A009374,69,30,1679682
A009375,62,10,498193
A009376,27,10,4962549
A009377,32,5,9287333
A009378,49,10,3959949
A009379,60,30,1795456
A009380,58,1,4421518
A009381,56,30,9746921
A009382,59,20,1052561
A009383,43,5,912967
A009384,66,10,4550926
A009385,30,5,4301596
A009386,61,20,507735
A009387,40,1,5638778
A009388,26,30,1957434
A009389,43,1,5354528
A009390,32,20,8709316
A009391,21,20,2311745
A009392,41,5,2238673
A009393,29,1,2054912
A009394,21,10,5943755
A009395,35,10,3425050
A009396,59,10,8507014
A009397,39,1,6858154
A009398,44,10,1655815
A009399,69,5,7932442
A009400,59,30,5818446
A009401,36,10,4043650
A009402,63,20,4562839
A009403,51,5,5522588
A009404,51,20,1474149
A009405,60,10,4476898
A009406,19,10,8734736
A009407,36,20,6271102
A009408,57,1,6562636
A009409,49,10,3108093
A009410,58,5,1323627
A009411,66,1,2890611
A009412,25,10,7028339
A009413,52,20,1095568
A009414,24,20,8338195
A009415,48,10,8789722
A009416,35,20,66404
A009417,40,1,9861204
A009418,65,20,5095828
A009419,57,10,5375857
A009420,31,1,4241511
A009421,65,20,8828579
A009422,31,5,1528990
A009423,36,20,2680711
A009424,24,20,6170602
A009425,59,30,9543168
A009426,62,10,2717670
A009427,64,10,982181
A009428,44,1,4228044
A009429,69,30,3369888
A009430,54,30,9601070
A009431,39,30,1016247
A009432,43,5,3183318
A009433,48,10,2348769
A009434,33,20,1633998
A009435,48,20,3213947
A009436,26,30,9168151
A009437,62,5,2269412
A009438,25,1,2385539
A009439,60,10,7897178
A009440,39,20,3963452
A009441,38,30,1724795
A009442,31,1,453149
A009443,44,30,3283157
A009444,35,30,2083088
A009445,53,30,7851403
A009446,62,20,2751993
A009447,25,10,8117193
A009448,68,10,1220308
A009449,63,5,5515267
A009450,42,5,5119458
A009451,46,20,901584
A009452,57,20,1474207
A009453,66,30,7588667
A009454,52,10,1303216
A009455,64,30,7415741
A009456,24,30,8761508
A009457,49,30,5086095
A009458,36,1,6910782
A009459,55,5,228101
A009460,63,20,2633878
A009461,50,10,3187225
A009462,60,1,4007241
A009463,56,1,8797044
A009464,27,30,3327369
A009465,29,20,5045807
A009466,65,20,7234727
A009467,19,1,3158983
A009468,38,10,6515858
A009469,51,5,3217430
A009470,42,20,1570416
A009471,44,20,3284083
A009472,66,10,7849980
A009473,60,10,8917179
A009474,34,30,5208997
A009475,64,30,2710462
A009476,38,10,2979710
A009477,27,10,3677455
A009478,30,10,8376035
A009479,68,10,7556367
A009480,38,1,9383316
A009481,66,1,8802577
A009482,47,1,5224347
A009483,28,1,5480753
A009484,49,1,378819
A009485,26,30,3226701
A009486,41,10,2872594
A009487,63,10,3145735
A009488,59,10,9987742
A009489,20,30,2071801
A009490,43,10,8984400
A009491,25,20,368469
A009492,67,30,5036064
A009493,53,1,2948810
A009494,40,30,4720158
A009495,42,5,9308494
A009496,45,20,3756276
A009497,65,1,7548173
A009498,28,5,4535862
A009499,63,1,6680627
A009500,48,5,2415090
A009501,58,30,4930954
A009502,67,10,502085
A009503,46,1,7652247
A009504,53,1,1259147
A009505,66,30,9698175
A009506,30,10,165557
A009507,62,10,9003880
A009508,42,10,2003820
A009509,52,5,5673335
A009510,44,10,1546615
A009511,37,5,9928644
A009512,42,5,9692514
A009513,34,5,8576550
A009514,26,20,5236737
A009515,27,30,9381257
A009516,60,5,9412760
A009517,67,10,3443408
A009518,42,1,9172954
A009519,20,1,134759
A009520,34,30,6591998
A009521,30,5,6299325
A009522,30,5,230646
A009523,38,30,5000963
A009524,37,30,4022017
A009525,68,20,6998452
A009526,51,20,1150627
A009527,60,1,7047689
A009528,45,20,6790529
A009529,47,1,8235953
A009530,47,1,4359868
A009531,63,20,5456457
A009532,22,10,5648119
A009533,56,5,7913421
A009534,33,20,9265535
A009535,22,1,1656326
A009536,36,1,1006161
A009537,44,5,5073719
A009538,23,30,2053407
A009539,48,10,1864883
A009540,63,30,866547
A009541,52,20,9710533
A009542,50,1,4453117
A009543,69,1,773025
A009544,66,30,1387910
A009545,52,30,8120238
A009546,22,10,6778275
A009547,51,20,9207612
A009548,29,5,1185144
A009549,42,30,6443963
A009550,48,30,335897
A009551,62,20,5217107
A009552,63,20,8187077
A009553,56,20,199592
A009554,37,20,2353542
A009555,59,30,1941583
A009556,33,30,6427789
A009557,26,20,3186813
A009558,26,20,8896856
A009559,24,10,3513602
A009560,69,5,4237525
A009561,48,10,5851851
A009562,51,20,2656409
A009563,31,1,2219746
A009564,40,1,852028
A009565,40,10,1412399
A009566,61,10,1698825
A009567,44,10,8357053
A009568,58,5,2695208
A009569,37,1,2080447
A009570,43,20,8590099
A009571,27,20,6961748
A009572,58,20,9128888
A009573,44,20,1362597
A009574,45,5,4615749
A009575,35,30,3956972
A009576,34,10,5329130
A009577,66,30,7904223
A009578,66,20,6999256
A009579,44,10,2585278
A009580,56,5,7751274
A009581,64,1,9849938
A009582,58,5,399084
A009583,43,20,5285884
A009584,47,30,1562748
A009585,42,10,4368936
A009586,46,5,4327782
A009587,25,1,9656348
A009588,37,30,1122094
A009589,43,10,338846
A009590,54,5,9697744
A009591,33,10,5210446
A009592,39,5,1011838
A009593,45,30,4249187
A009594,44,5,5232604
A009595,55,5,9113138
A009596,40,5,8609635
A009597,51,20,2121239
A009598,61,30,8443793
A009599,28,30,784971
A009600,48,10,2797753
A009601,55,20,2787122
A009602,68,1,7946323
A009603,41,20,119036
A009604,45,1,9763144
A009605,29,1,1174677
A009606,68,5,1678100
A009607,22,20,3209774
A009608,35,1,9521586
A009609,24,10,5336905
A009610,26,20,8261192
A009611,25,10,2514509
A009612,56,20,3667530
A009613,54,10,624221
A009614,35,20,4040020
A009615,39,20,5167601
A009616,55,30,3408823
A009617,20,20,1516264
A009618,53,30,1480825
A009619,44,1,906661
A009620,32,5,4747368
A009621,68,10,9949496
A009622,62,5,1751629
A009623,53,5,6288448
A009624,49,20,2498527
A009625,65,1,9416483
A009626,34,10,6648743
A009627,21,20,1158202
A009628,54,1,3280898
A009629,48,10,7099600
A009630,42,1,7366834
A009631,69,10,4272464
A009632,52,20,7141511
A009633,49,20,5686395
A009634,49,20,9853459
A009635,66,10,4733133
A009636,47,5,4609226
